Keyword,Count
enterprise collaboration tool,1
online collaborative e-learning environment,1
visual manipulation,1
knowledge-based data objects,1
enccon,1
hierarchical learning information,1
stereographic table,1
side-by-side stereo pairs,1
query-biased visualization approach,1
mobile web search interfaces,1
textual descriptor,1
interactive analysis,1
volume-based large dynamic graph analytics,1
time-varying graph,1
time-varying data sets,1
gpu-based implementation,1
space-time cubes,1
multiple search result visualization,1
search engine similarity tool,1
comparison visualization,1
synchronous mapping discussions,1
web tool,1
argumentative maps,1
computer support collaborative learning,1
floor control,1
argumentative representations,1
argumentative activity,1
turn taking,1
information evaluation,1
thien mu pagoda,1
historical building,1
van thanh temple,1
organic understanding,1
historical architecture,1
codebase attributes,1
software maintainability,1
software musification,1
musical score,1
source code classes,1
musical sounds,1
software complexity,1
distributed resources,1
noninteractive data processing,1
ec-funded contracancrum project,1
data repository,1
distributed medical data access,1
clinical collaboration,1
interactive 3d medical visualisation,1
functional-level plug-in based architecture,1
interactive data visualisation,1
surface estimation filters,1
adaptive triangulation technique,1
fco sampling,1
sharp edges,1
fixed position vertices,1
geometry scanning,1
face-centered orthorhombic lattice,1
quincunx lattice,1
optimal hierarchical adaptive mesh construction,1
nonoptimal polygon mesh,1
adaptive meshes,1
mat graph,1
electronic message interactions,1
matrix-based adapted graph,1
congested line chart,1
microtext line charts,1
label embedding,1
path dependent cartographic text,1
image surface,1
ambiguous visual effect,1
coloured lines,1
john mawurndjul,1
northern australia,1
yolngu,1
twentieth century european impressionists,1
ambiguous emotional effect,1
local cultural heritage knowledge,1
arnhem land,1
local aboriginal artist,1
kuninjku,1
rarrk,1
crosshatched layering,1
performative storytelling,1
cultural heritage knowledge communication schema,1
chiaroscuro techniques,1
machine-based educational standard assignment,1
human based educational standard assignment,1
automated standard assignment tools,1
cellular automata,1
moore neighborhood,1
encoding technique,1
neumann neighborhood,1
multidimension boolean cellular automata,1
graphical processor units,1
fragment shaders programs,1
gpu programming,1
encoding method,1
ieee potentials,1
built environment sector,1
environmental design,1
preliminary empirical investigation,1
source code comprehension,1
polymetric views,1
questionnaire-based survey,1
software professionals,1
software visualization tool,1
2d matrix representation,1
microscopic information visualization,1
country-by-country statistics,1
internet cyber threat monitoring system,1
ip address,1
sasser.d worm,1
ipmatrix,1
cyber threat visualization,1
welchia worm,1
network sensor,1
internet address space visualization,1
macroscopic information visualization,1
publication location,1
history visualization,1
text classification,1
structured information extract,1
version information,1
statistical visualization,1
philosophy bibliography,1
historical bibliography,1
knowledge production,1
task-based programming model,1
ocr runtime system,1
task visualization,1
application execution,1
open community runtime proposal,1
open community runtime task graph visualization,1
application developer,1
programming model,1
task-to-task dependences,1
high performance hardware,1
visual alignment,1
financial visualization,1
discrete event data,1
financial timeseries visual data analysis,1
investment decisions,1
discrete timestamped events,1
continuous quantitative data,1
scalable visual representation,1
financial market experts,1
coordinated 3d visualization techniques,1
interactive 3d visualization techniques,1
multiple 3d visualization techniques,1
interactive 2d/3d components,1
cluster validity indices,1
clustering quality,1
index optimization,1
smart physically-based navigation,1
3d geovirtual environments,1
physical motion model,1
geove,1
intuitive user interactions,1
tree searching algorithms,1
abnormal crowd behaviors,1
social force model,1
public safety,1
crowd behavioral models,1
categorization model,1
event detection techniques,1
complex crowd behaviors modeling,1
game engine-enabled techniques,1
innovative agent-based pipeline,1
spatial-temporal texture technique,1
entity-based behaviors,1
a-star path-finding algorithm,1
linear aggregation approach,1
graphical simulator,1
latent dirichlet allocation,1
citation visualization technique,1
topic-based paper clustering,1
lda,1
clustered network,1
plot balalaika,1
long-tail distributed data,1
data arrays,1
chart designs,1
visualisation format,1
bar-charts,1
log data,1
static visualizations,1
open-source software tools,1
log file visualization,1
random binary search tree,1
insert algorithms,1
collaborative working,1
internet-based shared worlds,1
space syntax theory,1
chance encounters,1
architectural notions,1
physical space structure,1
locales,1
online resource structure,1
physical institution,1
access,1
intersection graphs,1
data editing,1
motion warping,1
data revision,1
offline animation,1
data-driven character animation,1
online animation,1
scientific problems,1
info graphics,1
online data visualization,1
typology,1
interactive information graphics,1
introductory animations,1
retrospective thinking,1
information interaction,1
information visualization community,1
information visualization evaluation,1
heuristic recommendations,1
audiovisual biometric authentication,1
multimodal surface measurement,1
sensor data fusion,1
adaptive weighting schemes,1
visualisation feedback control,1
multiple sensor fusion,1
transitive closure compression,1
tree encoding,1
pair sequences,1
gpu-intensive edge rendering,1
parametric splines,1
exploration enhancement,1
edge-bundled graphs,1
facial spatial-domain toolkit,1
3d synthetic face,1
facespace,1
humanoid face,1
animated expressions,1
development toolkit,1
run-length encoding method,1
poisson distributed datasets,1
optical microscopes,1
4d volume rendering,1
change detection errors,1
modified block differencing technique,1
spatial compression,1
change detection technique,1
shear warp factorisation,1
real-time interactive tools,1
personal experiences,1
dynamic information space,1
hand-held mobile devices,1
cityscape dynamic navigation,1
dynamic mapping tool,1
urban pilot,1
city personalization,1
directories,1
unpredictable randomness,1
exploratory personalized tools,1
collective memory,1
visual cue,1
urban space use,1
light effects,1
urban space perception,1
virtual reality experiment,1
sky aspect,1
sun location,1
climate perception,1
product model data exchange,1
building product model,1
computational modelling,1
step,1
ibm,1
iso standard,1
hierarchical self organizing map,1
hierarchical indexing structure,1
data dimension reduction,1
query model,1
3d head model retrieval framework,1
topology-preserving property,1
kernel pca,1
multiscale biomedical applications,1
visualisation survey,1
msv project,1
visualisation classification,1
multiscale data visualisation,1
software toolkit,1
design menu,1
community mining system,1
global research community,1
researcher community,1
new research topic undertaking,1
community mining tool,1
bibliography data,1
local research community,1
trace view,1
dynamic data flow visual program execution,1
dataflow visual programming languages,1
static visualization,1
industrial electronics,1
3d treemap,1
stock market security,1
real-time stock market performance monitoring,1
event-driven fraud detection,1
fraud,1
behavior-driven visual analysis,1
stock trading network,1
financial market,1
emotional concert,1
human body motion,1
non-verbal communications,1
interactive concerted dance system,1
midas,1
dance performance,1
emotion extraction,1
heuristic function,1
dancer harmony,1
cg characters,1
dance system,1
emotional harmony,1
dance images,1
objective metrics,1
sift algorithm,1
sensed image,1
map construction,1
esireg,1
feature-point matching method,1
scale-invariant feature transform,1
feature point extraction,1
overlapping image assembling,1
image stitching,1
target image,1
panoramic photo creation,1
aerial image mosaicing,1
satellite image mosaicing,1
document scanning,1
performative-like installations,1
observational perspective,1
simulated clinical case study,1
mediated environments,1
psychosocial happenings,1
scientific information,1
concrete model,1
social happenings,1
world on stage,1
social worlds,1
video imagery,1
electronic media artist,1
course syllabus,1
human computer interaction syllabus,1
course curriculum,1
lyrics word clouds,1
innovation theory,1
interactive 3d technology,1
visual exhibition exploration,1
experience cognitive overload,1
cultural heritage exhibitions,1
time topography,1
museum fatigue,1
physical cultural heritage exhibition spaces,1
architecturally complex facilities,1
exhibition designers,1
spatial restrictions,1
super elastic effect,1
self-collision detection,1
dynamic cloth animation,1
art algorithm,1
real-time effect,1
mass-spring model,1
animated intelligent agents,1
mesh skinning,1
fzfsm,1
dynamic virtual environments,1
animation library,1
agent behaviour visualization,1
agent human interaction,1
coex communication suite,1
network-enhanced tangible media,1
parallax basic stamp,1
digital networks,1
mecureo,1
hypothetical user,1
ontology construction,1
ontological inference visualisation,1
lightweight ontology,1
vlum,1
user control,1
online dictionary,1
visualisation of large user model,1
personal web agent,1
dynamaps,1
map representations,1
scatterplot view,1
brushing,1
tabular representations,1
complex data sets,1
map-based information visualization,1
travellers aid,1
public transport schematics,1
hill climbing optimizer,1
fitness score,1
geographic layout,1
aesthetic metrics,1
business diagram adoption,1
qualitative visual solutions,1
technology adoption model,1
knowledge visualization usability,1
communication support,1
multiobjective optimization,1
evolve,1
explanatory variable and objective function linked visualization environment,1
concurrent 3d design,1
memory consistency,1
cooperative copy and paste operations,1
replicated instances,1
cooperative environment,1
cooperative editing environment,1
multiple scenes,1
cooperative 3d editing,1
data consistency,1
collaborative operations,1
cultural meanings,1
celt,1
australian landscape,1
immigration,1
historical information,1
space information,1
irish placenames,1
digital collation,1
digital resource,1
focus group methodology,1
cognitive task,1
ethical determinism,1
genomic art,1
preimplantation genetic diagnosis,1
ethical aspects,1
distorted conversations,1
autonomy,1
genetic determinism,1
human embryos,1
program understanding,1
3d metaphor,1
software cost estimation,1
software production visualization,1
software production cost,1
software maintenance cost,1
3d visual approach,1
peace technology,1
software system understanding,1
virtual modelling environment,1
intelligent physical modelling system,1
design visualization,1
machine readable physical model,1
future role,1
partial response channels,1
parabolic fitting,1
shaky motion,1
mosaicing method,1
video stabilization,1
camera vibration removal,1
camera motion estimation,1
video sequence reconstruction,1
gaussian kernel filtering,1
scale-invariant features,1
stencil library,1
visualization frameworks,1
algebraic guide generation,1
data analysis pathway,1
suitable reference marks,1
integrated grid-based system,1
cancer simulation results,1
acgt oncosimulator,1
large parameter space,1
patient treatments,1
visualisation environment,1
oncorecipesheet,1
visual thesaurus,1
image collection visualisation,1
scene-of-crime terminology extraction,1
scene-of-crime ontology extraction,1
collaborative information visualization,1
graphical data representations,1
human cognitive ability,1
multiprojection system,1
large data collections,1
overview+detail visualization,1
single treemap,1
multiperspective views,1
mixed-projection treemaps,1
reduced interaction overhead,1
2d treemaps,1
tree-structured data,1
animated state transitions,1
treemap types,1
perspective projections,1
yet another content based image retrieval system,1
image query,1
three-level visualization,1
text flow,1
extruded word clouds,1
time-dependent text data,1
text analyzer,1
discussion development,1
irc,1
internet discussion visualisation,1
vr4olap,1
olap data cube visualization,1
3d immersive setup,1
immersive interface,1
olap 3d visualization,1
3d widgets,1
olap operators,1
3d stereoscopic screen,1
cdr data,1
customer calling pattern identification,1
fuzzy-genetic classifier,1
call detail record,1
unsupervised machine learning,1
requirements quality,1
text-based artifact,1
project health check,1
quality software systems engineering,1
wordles,1
project stakeholders,1
visualizing concept associations,1
concept density maps,1
kernel density estimation,1
concept mapping algorithm,1
personal health record,1
personal genetic data,1
communication process,1
adaptive visual symbol,1
bayesian belief network,1
collaborative problem-solving,1
resultant kernel graph,1
preliminary content analysis,1
cocitation count,1
relatedness measurement,1
relatedness visualization,1
alphasliders,1
dynamic text filtering,1
architectural visualization software,1
narrative drawing,1
architectural design auralization,1
real time environment,1
architectural design visualization,1
architectural education,1
cognitive responses,1
perceptual responses,1
economic and social science research council,1
architectural representations,1
shared understanding,1
scale-aware cartographic displacement,1
displacement process,1
expert cartographers,1
map features,1
informative mapping systems,1
constrained optimization problem,1
map scale,1
digital cartographic generalization,1
financial business trends,1
static data,1
diagrammatic form,1
numeric data,1
statistical data visualisation,1
general quadrature spline,1
conic spline,1
image algebraic analysis,1
zillij mosaic,1
geometric grids,1
kuba cloth,1
maritime anomaly detection,1
analytical reasoning process,1
visual analytic support,1
edge labelling,1
embedding method,1
planar dual graph,1
diagrammatic logics visualization,1
labelled closed curves,1
biological data visualization,1
visual database querying visualization,1
interactive data analysis,1
stream data mining,1
high-dimensional projection system,1
multidimensional data stream analysis,1
ubiquitous self-organizing map algorithm,1
multidimensional data projection,1
ubisom,1
network application services,1
interactive visualisation tools,1
network application management,1
genealogical information systems,1
anthropometric data capture,1
functional visualization system,1
synthetic figure model,1
human figure model,1
design oriented digital human models,1
web site download dimension,1
web site log data exploration,1
sgviewer tool,1
configurable nested tree visualisation,1
web site visitor address dimension,1
structured graph viewer,1
multiclassification interface,1
web site referrer address dimension,1
open surgery simulation,1
modelling technique,1
inguinal hernia repair,1
enhanced realism,1
invasive technique,1
large point clouds,1
nurbs patch approximations,1
curvature evaluation,1
adaptive real-time grid generation,1
sensor movement,1
data evaluation,1
line scan data,1
tree view,1
node link tree visualization,1
hidden structures,1
large hierarchical data visualization,1
multifocal tree layout algorithm,1
topological previews,1
simple icon view,1
tree map view,1
dynamic rescaling,1
node link tree interaction,1
graph drawing problem,1
paper-relationship diagrams,1
article relationships,1
textual data mining,1
electronic data,1
osint,1
synthema spywatch,1
traffic measures visualization,1
highway interchange geometry,1
4d cad model,1
3d graphical modelling,1
transportation project visualization,1
traffic planning visualization,1
construction animation,1
geometric database,1
reader cognitive capabilities,1
legalese,1
texts,1
plain design,1
networked economy,1
artefact level,1
visual content,1
automatically extracted numerical representations,1
perceptual features,1
low latency big data heatmap,1
canopy clustering,1
heatpipe,1
lambda architecture,1
spark streaming,1
big data heatmap visualization,1
point visualization,1
apache spark,1
female participants,1
life design skills,1
verbal written practices,1
life design sessions,1
visual interventions,1
career design,1
explorative experimental study,1
exploratory experimental study,1
visual treatments,1
visual analytics presentation tool,1
html document,1
interactive document,1
memorized interactive visualization view,1
explorative data analysis,1
hardware accelerated graphics,1
supportive transdisciplinary environments,1
visualisation technology,1
art-technology collaborations,1
theoretical model,1
cognitive mapping,1
schematic knowledge,1
well-situated urban elements,1
eddy current distribution,1
visualisation software,1
eddy current testing,1
electromagnetic imaging techniques,1
eddy currents,1
electromagnetic nondestructive evaluation,1
computational electromagnetics,1
electromagnetic sensing techniques,1
simulation software,1
privacy preserving sequential pattern mining,1
progressive databases,1
fake transactions,1
forest metaphor-based approach,1
trunks,1
leave color,1
software maintainers,1
object-oriented software system evolution visualization,1
branches,1
tree subforest,1
3d interactive environment,1
molecular representation,1
association rules visualisation,1
items visualisation,1
documents grouping,1
quadratic time complexity,1
multidimensional projection technique,1
text map explorer,1
video image data,1
multiview display system,1
projection display,1
optical wedge,1
greyscale resolution,1
optical projectors,1
projection-based display system,1
autostereoscopic 3d display system,1
digital micromirror devices,1
view-sequential 3d display,1
digital interface circuit,1
micromirrors,1
flicker-free 3d flat panel device,1
digital light processing,1
time-multiplexed display system,1
light modulator,1
active shutter,1
message exchange,1
distributed program communication,1
message semantic configuration,1
processor identification,1
distributed program environment,1
geographical context,1
artifact analysis methods,1
historical context,1
embedded spatiotemporal information,1
sixteenth century illustrated manuscript,1
media visualization techniques,1
suleymaname visualization,1
qualitative reasoning,1
tool representation schemes,1
qualitative maps,1
bibliometric data,1
mental maps,1
quantitative maps,1
evaluative bibliometric context,1
scientific knowledge domain visualizations,1
cognitive maps,1
evaluative bibliometric studies,1
quantitatively grouping elements,1
qualitative structures,1
science-policy related problems,1
data dimensions,1
switchable chain,1
multiple visual contexts,1
advanced visualization tools,1
data-model mining,1
scatterplot graphics,1
deep data understanding,1
interactive exploration framework,1
parallel coordinate graphics,1
relational data analysis,1
multivariate hierarchic plots,1
european inflation data,1
economic analysis,1
inflation (monetary),1
time-dependent data visualization,1
evolutionary synthetic method,1
parallel coordinate technique,1
technical expertise,1
runtime complexity,1
spatial structure,1
visual clutter reduction,1
rapidly-exploring random trees,1
spatial obstacles,1
hierarchical space organization,1
bundling structure,1
rrt edge bundling lens,1
force-directed bundling,1
graph nodes,1
optimization complexity,1
motion mapping,1
transformation tool,1
physically-based algorithm,1
spacetime optimization,1
list-based representation,1
hotmap,1
compact visual representation,1
interdisciplinary citation visualizations,1
library science publications,1
interdisciplinary evolution,1
anova tests,1
extradisciplinary citations,1
journal article citation,1
information science publications,1
mental image estimation,1
3d shape reconstruction,1
hatching strokes,1
3d free-form objects,1
comprehensible rendering,1
colour distortion,1
image capturing conditions,1
panoramic imaging,1
lighting conditions,1
colour histogram based colour correction,1
colour transform,1
bsc degree programme,1
department of technical graphics,1
interactive 3d paradigm,1
applied computer graphics,1
emerging career opportunities,1
bachelor of science,1
wide area motion imagery,1
exploratory trajectory visualization,1
coordinate systems,1
automated object tracking,1
kolam tracking simulator,1
smoothed multiple binarization,1
quantitative data set,1
low noise ratio,1
intermediate matrix permutation steps,1
binarization thresholds,1
matrix binarization,1
pqr trees,1
smoothing techniques,1
circumplex pattern,1
moore stress,1
binarization-based matrix reordering algorithms,1
data noise,1
intermediate steps,1
synthetic matrices,1
av technology specification,1
creative architectural design,1
3d cad,1
augmented virtuality systems,1
ontology understanding,1
indented tree,1
hierarchical connected circle,1
ontology exploration,1
multiple view visualization tool,1
personal information management browsing tasks,1
windows explorer visualization,1
file browser visualizations,1
oo system,1
oo graph,1
hierarchical system,1
object-oriented graph editor,1
object-oriented system,1
ooge,1
user-defined node class,1
information visualisation tool,1
connection constraint,1
people flow information,1
industrial fields,1
large-scale people flow dataset,1
social fields,1
traffic,1
symbolic people flow data,1
disaster prevention,1
people flow analysis techniques,1
universalsax,1
symbolic aggregate approximation,1
movement patterns extraction,1
natural language algorithms,1
people flow datasets compression,1
walking routes,1
people flow trajectories visualization,1
virtual vandalism,1
affective appraisal,1
3d urban models,1
aesthetic implications,1
energy conversion,1
solar cells,1
refurbished buildings,1
building material,1
photovoltaic clad buildings,1
pv integrated buildings,1
computer aided design software,1
facade architecture,1
cybertouch figures,1
life drawing,1
surface drawing software,1
tangible interface tools,1
philosophical insight,1
cultural paradigm,1
responsive workbench projects,1
digital printing,1
interactive educational web site,1
dynamic linking mechanism,1
object-and event-linkers,1
data-connected interactive visualizer,1
bisection method,1
newton iteration,1
constraints decomposition,1
krawczyk-moore test,1
act-r,1
caeva,1
client-server protocol,1
data analysis strategy,1
domain knowledge gathering,1
cognitive architecture to evaluate visualization application,1
learning process simulation model,1
environmental visualization,1
structured data tree visualizations,1
monolithic tree,1
named sets mathematical theory,1
ohds,1
open hierarchical data structure,1
unstable structure,1
information-based techniques,1
urban-related disciplines,1
gis-based procedural modeling,1
contemporary urban planning,1
urban planning legislation,1
urbanization,1
semantic 3d modelling,1
three-dimensional gis,1
spatial planning,1
sustainable planning practices,1
planning policies,1
procedural modelling system,1
skeleton parameter,1
pyqt,1
age-based character simulation framework,1
muscle parameter,1
maya embedded language,1
senescence framework,1
bipedal 3d character,1
simulation tool,1
muscle deformer-based humanoid characters,1
animation expertise,1
global market,1
language knowledge,1
communication problem,1
verbal instruction,1
web-based collaborative platform,1
hierarchical data visualization,1
classic vertical tree,1
workplace awareness,1
ellimap treemap view,1
test pattern generators,1
cad tools,1
automatic test pattern generation,1
hardware component,1
functional correlation,1
automotive development,1
interactive sequence chart,1
in-car communication diagnostics,1
in-car communication process,1
automotive maintenance,1
dual-view visualization,1
graduation rates,1
sankey diagrams,1
academic progress,1
alluvial diagrams,1
budapest university of technology and economics,1
student flows visualization,1
personal cost,1
social cost,1
student performance visualization,1
student flow patterns,1
retention rates,1
perceptual organisation principles,1
3d scatterplots,1
reverse hierarchy theory,1
information visualisation comprehension,1
modular bioinformatics toolkit,1
plugins management,1
biological network analysis,1
xanvi,1
star wars,1
midair display,1
holographic display,1
media display,1
display market,1
life-cycle support,1
visualization material,1
building engineering curriculum,1
multimedia teaching aids,1
distributed performance support systems,1
student understanding,1
building engineering,1
cal-visual project,1
uk higher education institutions,1
walking paths,1
movie-based human tracking dataset,1
sensor-based human tracking,1
trajectory linked visualization,1
people flow datasets,1
spectral clustering algorithm,1
classified trajectory visualization,1
piled polygonal chart,1
temporal flow quantity visualization,1
people flow analysis,1
linked visualization system,1
information browsing,1
knowledge mapping,1
query search,1
information querying,1
multiple view,1
context information,1
greeking,1
visual bracketing method,1
web search result visualization,1
detail-in-context view,1
4d visualisation,1
construction clients,1
4/sup th/ dimension,1
design generation,1
building maintenance,1
water reservoir,1
hydric resources,1
physicochemical parameters,1
prisma software,1
dam water,1
dams,1
tucuruí pará brazil,1
hydrological cycle classification,1
electricity generation,1
ecosystem,1
local convexity,1
piecewise parametric rational cubic spline,1
shape preserving parameters,1
singularities,1
convex data visualization,1
necessary and sufficient conditions,1
smoothness,1
calendar visual representation,1
calendar metaphor,1
granularity levels,1
time granularity,1
linear analysis,1
grouping configuration,1
user interaction breadcrumbs,1
hierarchy configuration,1
temporal data visualization technique,1
drill down navigation,1
big data visualisation,1
big data science task,1
music data mining,1
big data mining,1
gesture tracking,1
numerical data comprehension tasks,1
visually impaired students,1
data discovery,1
multivariate data comprehension,1
user collaboration,1
blind students,1
audiocave,1
sonified graphs,1
spatial sound,1
virtual environment planning system,1
data standard,1
interreg iiib project,1
veps,1
mutual fund,1
paper sketching,1
sales management,1
interactive visual sales communication,1
customer involvement elements,1
visualization medium,1
perceived client orientation,1
prospective customers,1
affective information processing,1
sales advisor,1
collaboration impact,1
perceived empathy,1
financial sales meetings,1
banking advisor,1
visual sales sessions,1
technology social factors,1
mathematical approximation,1
animated output,1
real-time chat system,1
irc users,1
rfc documents,1
irc bot,1
heuristic event analysis,1
social network structure,1
inferred social network,1
social network inference,1
power consumption,1
nondispatchable renewable energy sources,1
mobile personal residential electricity dashboard,1
smart electricity meters,1
dashboard-like display,1
residential electricity consumption,1
public utilities,1
smart meters,1
simplified stress,1
simplified silhouette coefficient,1
feature space evaluation,1
feature space selection,1
overarching tool management,1
urban planning data,1
high-resolution video wall displays,1
user interface technologies,1
direct screen interactions,1
intuitive remodeling,1
human-scale scenario visualizations,1
urban planning experts,1
multitouch screen environments,1
gesture recognition framework,1
complex tool interaction,1
urban simulations,1
mesh geometry,1
global smoothing quality,1
numerical calculations,1
high quality display,1
capital normal university,1
national institute of cultural property,1
tibet mural diseases,1
parallel computing method,1
3d laser scanning technology,1
knowledge elicitation,1
qualitative interviewing,1
information redundancies,1
visual tools,1
tacit knowledge,1
voice information visualization model,1
environmental configuration,1
national natural science foundation of china,1
text information visualization model,1
information resources management,1
image information visualization model,1
digital information resources,1
data scale,1
air traffic controller security,1
air traffic control data,1
dyadic team structure,1
controller workspace,1
online multimedia repository,1
collaborative filtering visualizatino,1
e-commerce application,1
digital collection navigation,1
video database,1
design decision making support,1
multicamera capture,1
temporal context,1
perceptual change,1
spatial sequence,1
augmented reality visualisation,1
homogeneous interactive visualization,1
correction mechanism,1
visidia,1
transient failure simulation,1
self-stabilizing distributed algorithms,1
session history visualization,1
audio annotation,1
text annotations,1
user monitoring,1
user interface components,1
web based collaborative modelling,1
google docs,1
3d modelling collaboration,1
3d virtual reality model,1
evolutionary approach,1
cluster-outlier detection,1
som based visualization tool,1
pattern exploration,1
uci,1
quantitative score,1
gof,1
exploratory data analysis techniques,1
group-outliers visualization,1
group outlier factor,1
music player applications,1
animated mood pictures,1
interactive web-based modelling,1
radar displays,1
multiple version,1
multiview video stream,1
viewdata,1
collaborative editing,1
candytop interface visualization method,1
multimedia system,1
at-a-glance view,1
communication tool,1
project focus,1
heritage,1
record structure,1
record content,1
public contributions,1
historic city,1
community understanding,1
wells,1
localities,1
web-based record design,1
millennial web site,1
participative use,1
collaborative process,1
agency expectations,1
local convexity-preserving rational cubic spline curves,1
straight-line segments,1
patching,1
interactive shape alteration,1
plane curve generation,1
shape control parameters,1
shape-preserving parameters,1
c/sup 1/ continuous curve,1
tangent vectors,1
visually pleasant display,1
optical adaption,1
vr technology,1
real-time information,1
optimized work flow,1
hardware setting,1
physical building control,1
ar-technique,1
vr-technique,1
complex process,1
general political stance,1
candidate mapping,1
gower similarity,1
candidate position data,1
modified bivariate polynomial solution,1
fourth order pde blends,1
zeroed boundary conditions,1
perception accuracy,1
internal contrast,1
basic solid bars,1
framing enhancements,1
visualization graphs,1
bar ratio length estimation,1
multidimensional gis,1
remote sensing data sonification,1
hidden data point clusters,1
multidimensional geographic information system,1
on-demand course delivery,1
new media industry employees,1
vrml teaching,1
vrml learning,1
immersive collaborative learning,1
internet-based collaborative learning environment,1
multi-user vrml environment,1
real-time course delivery,1
square,1
islamic geometric patterns,1
normalised grid based patterns,1
triangle,1
symmetries,1
normalised motif based patterns,1
numerical method,1
classical gridding systems,1
messy broadcasting,1
2d torus,1
orderly broadcasting,1
broadcast schemes,1
fixed ordering,1
orderly broadcast time,1
local neighborhood,1
multicast live video,1
netmeeting active-x component,1
microsoft media services,1
macromedia director shell,1
embedded activex objects,1
web content,1
director interface,1
software demos,1
media delivery capabilities,1
web access,1
web rendering active-x component,1
application specific processors,1
live video streaming,1
mpeg-i full-screen full-motion video,1
tcp/ip calls,1
custom distance learning system,1
connection speeds,1
geographically dispersed students,1
asp databases,1
macromedia multiuser server,1
instructional lesson,1
dynamic texture,1
animated illuminated lines,1
field streamlines,1
texture graphics systems,1
3d lighting,1
graphics efficiency,1
continuous fluid dynamic fields,1
texture display,1
3d polylines,1
hybrid technique,1
fisheye tree views,1
composite lenses,1
clustered graphs,1
overview+detail,1
local graph information,1
hierarchy trees,1
knowledge merging,1
potential design axioms,1
design science,1
structural abstraction,1
virtual 3d city models,1
interactive focus,1
context visualization,1
3d generalization lenses,1
interactive lens modification,1
abstractor objects,1
semantic zoom capabilities,1
reusable support,1
automatic abstraction management,1
city data,1
telescope,1
abstraction scales,1
object-oriented architecture,1
customizable infrastructure,1
cityvis,1
south australia,1
behavioural ecology,1
ecological science,1
marijana tadic wandering albatross exhibition,1
philopatry concept,1
diasporic forces,1
animal science,1
visual multilingual document comparison,1
abstract graphs,1
multilingual documents,1
lexical matching,1
pivot language,1
practical education,1
game web site,1
hacking contest,1
defender team,1
ctf,1
server logs,1
attacker team,1
game players,1
game server site,1
web service suppliers,1
contest environment,1
defense style,1
attack style,1
microsurgery,1
patient image data,1
arview,1
pc-based volume rendering,1
stereoscopic augmented reality microsurgery,1
visualisation device calibration,1
virtual environment visualization,1
ambient intelligent environment,1
video recordings,1
xml graph definition,1
xml-based visualisation,1
web searching,1
multiple web search visualization,1
web spiders,1
interactive curriculum visualization,1
curriculum diagram,1
curriculum content visualization,1
curriculum overlap visualization,1
curriculum content analysis,1
educational units,1
high dynamic range images,1
subjective psychophysical testing,1
tone mapping operators,1
image attributes,1
cvut prague university students,1
architectural studio education,1
touch-tables,1
multiinterfacial collab sketch,1
electronic sketch devices,1
hand sketching,1
eth zurich university students,1
visual design teaching,1
sketch application development,1
experimental design studio,1
static 2d graph,1
linked tree structure,1
ontology concept,1
visual user interfaces,1
multivariate attribute data,1
geographically referenced data,1
planninglines,1
medical treatment planning,1
temporal uncertainty,1
color mapping function,1
task-driven color coding,1
goods distribution,1
logistic decisions,1
vehicle routing decisions,1
decision support tool,1
rhetoric ns-narrative,1
intensive nonstory type rhetoric,1
film rhetoric composition system,1
disease manifestation,1
us cities,1
ad risks,1
united states,1
gene-environment interaction,1
alzheimer disease,1
ar applications,1
radar view,1
symbol relevance,1
points of interest visualization,1
environment awareness,1
superimposed information,1
sensors integration,1
android prototype application,1
aggregation visualizations,1
visualization techniques combination,1
camera field-of-view,1
symbol overlapping reduction,1
poi awareness,1
gene expression activities,1
cluster stability matrix,1
heat map visualizations,1
microarray time series experiments,1
javasound class library,1
music playing,1
network-connected computers,1
it3d library,1
local area network,1
immersive music editing,1
vicon data,1
proprietary software,1
3d digital animation,1
human motion visualisation,1
custom marker set,1
minimum circumscribed cylinder,1
industrial point clouds,1
lipps laboratory,1
industrial contexts,1
reference cylinders,1
cylindrical surfaces,1
maximum inscribed cylinder,1
cylindrical feature,1
scanning technologies,1
extraction cylinder,1
noisy point clouds,1
roundness error,1
cylinder fitting algorithms,1
shapes (structures),1
interactive patient records,1
complex visual representations,1
medical symbols,1
genomic islands,1
mycobacterium tuberculosis,1
alpha-proteobacteria,1
genetic materials,1
mycobacteria,1
bacterial chromosomes,1
genome linguistic approach,1
donor-recipient relationship,1
information handling techniques,1
techniques identification,1
information-seeking strategies,1
architectural practice,1
application model,1
task-driven approach,1
graph edges coloring,1
hypoattenuated regions,1
coronary ct angiography images,1
automatic lesion matching,1
aha standard myocardial segments,1
clinician,1
left ventricle functional analysis,1
cta images,1
left ventricle segmentation,1
hypoperfusion,1
lesion detection,1
patient anatomy,1
american heart association,1
computer-assisted myocardial perfusion assessment,1
visual catalogue,1
digital catalogue,1
appinventory,1
parabola,1
rendering algorithms,1
parametric form,1
data fitting algorithms,1
four-point bezier cubic arcs,1
ellipse,1
ad-hoc collaboration,1
dynamic topology creation,1
management system,1
hyperbolic visualization technique,1
preconfigured management topology,1
self-organizing algorithm,1
management-related information,1
operator console,1
ad-hoc topology,1
management overlay,1
mapping function,1
modelling expression,1
zheng-ball n-sided surfaces,1
triangular surface,1
rectangular surface,1
irregular topology surface,1
production house,1
classroom teaching,1
production work flow,1
human resources,1
